,id,name,effect,god,rarity,tribe,mana,attack,health,type,set,In % of Decks,Deck win rate,Unique Deck WR,Tendencia,Vendidos por semana,Variação do preço %,price_ETH_$,price_GODS_$,difference_%
330,1188,Thaeric Blessing,Give +1 health to a friendly creature.<br>Draw a card.,light,common,,1,0,0,spell,core,0.03,0.41600000000000004,0.415,-71,20,-0.17971938848495,0.03534552,0.036026244,0.019259131001609274
331,1189,Belligerent Warlock,"After this creature attacks a creature, draw a card.",war,rare,olympian,2,2,2,creature,core,0.034,0.409,0.408,27,11,0.011303186416626,0.11487293999999999,0.11951458559999999,0.04040677987348452
332,1190,Recovering Sigil,Heal 3 to each friendly character. <br>Draw a card.,light,common,,1,0,0,spell,core,0.18899999999999997,0.503,0.504,-8,220,0.030410647392272998,0.11781840000000002,0.11885355359999998,0.008786009655537363
333,1191,Trapdoor,Pull an enemy creature from the board into its owner's hand.,deception,common,,2,0,0,spell,core,0.04,0.39799999999999996,0.397,2,61,-0.032230019569397,0.06332739,0.0657396324,0.03809161249184595
334,1192,Aging Veteran,"At the end of your turn, if this creature has 3 or more health, gain +1 strength.",light,common,olympian,1,0,3,creature,core,0.299,0.491,0.491,-63,192,0.068516254425049,0.08983653,0.0907596936,0.010276038043766814
335,1193,Bladecaster,This creature gets +1 health after it attacks and survives.,war,common,olympian,2,2,3,creature,core,0.28300000000000003,0.485,0.484,11,146,0.096086621284485,0.0883638,0.09128851919999999,0.03309861278034649
336,1194,Felid Assassin,Flank. Hidden.,deception,common,nether,1,3,1,creature,core,0.042,0.408,0.406,-39,17,-0.15350139141083,0.03976371,0.039628868399999996,0.003402610406104977
337,1195,Devoted Follower,Ward.<br>Creatures damaged by this creature get -2 strength.,light,common,mystic,2,3,2,creature,core,0.155,0.48100000000000004,0.48100000000000004,-44,52,0.054160714149475,0.09278199,0.0936682344,0.009551901182546308
338,1196,Triumvirate Prophet,"Roar: Give the Chosen One ""Afterlife: Give this creature's strength and health to the new Chosen One.""",light,legendary,mystic,2,2,2,creature,core,0.027999999999999997,0.434,0.434,-42,34,0.048597931861877,1.02060189,1.0559325167999998,0.034617442066465075
339,1197,Tavern Brawler,Blitz.,war,common,viking,2,2,3,creature,core,0.764,0.502,0.502,9,594,0.13440036773682,0.17230941,0.1729259712,0.0035782212938922156
340,1198,Sentry Post,Backline.<br>Ability: Deal 1 damage.,magic,epic,structure,2,1,3,creature,core,0.011000000000000001,0.361,0.36,8,6,0.023433923721313,0.31369149,0.32370737039999997,0.031929079108903954
341,1199,Pacifism,Give -4 strength to an enemy creature.,light,common,,2,0,0,spell,core,0.069,0.409,0.40700000000000003,-17,29,0.306640625,0.07510923,0.07611783479999999,0.013428506722808809
342,1200,Cursed Caipora,Deadly. Frontline. Protected.,neutral,rare,amazon,5,1,2,creature,core,0.012,0.377,0.37200000000000005,-38,29,0.19024217128754,0.13254570000000002,0.13266912239999998,0.0009311686459837001
343,1201,Shield Maiden,Frontline.,neutral,common,viking,2,2,3,creature,core,0.042,0.414,0.405,3,19,0.070172309875488,0.06774558,0.068416812,0.00990812979975954
344,1202,Raving Necromancer,"After an Anubian dies, steal 1 health from your opponent's god.",death,common,anubian,1,2,2,creature,core,0.382,0.531,0.5329999999999999,16,600,0.13875603675842,0.13549116,0.13944470039999998,0.029179323580962646
345,1203,Highland Defender,Roar: Summon a 1/1 Huscarl with frontline.,war,common,viking,4,5,3,creature,core,0.073,0.446,0.445,-37,53,0.09163260459899901,0.06774558,0.0684498636,0.010396008123334306
346,1204,Ballista,Backline.<br>Ability: Deal 2 damage.,magic,epic,structure,3,1,4,creature,core,0.024,0.39299999999999996,0.392,2,20,0.020114302635193,0.27245505,0.2821945608,0.035747220688330125
347,1205,Hoplite,Frontline.,neutral,common,olympian,2,3,2,creature,core,0.012,0.35100000000000003,0.345,-4,36,0.10083067417144999,0.06332739,0.06474808439999999,0.022434122107353415
348,1206,Viking Warmaiden,Roar: Summon a 1/1 Battlethrall.,war,common,viking,2,2,2,creature,core,0.171,0.485,0.484,2,172,0.039203166961670005,0.10309109999999999,0.1062278424,0.030426898151246846
349,1207,Dionysian Drunk,Roar: Switch the strength and health of a creature.,deception,epic,olympian,3,3,3,creature,core,0.032,0.426,0.426,-27,16,0.075117230415344,0.27687323999999996,0.2774020788,0.0019100394100926555
350,1208,Mammon's Stalwart,"After a god takes damage, summon a 1/1 Impling.",death,common,nether,6,5,7,creature,core,0.036000000000000004,0.418,0.41700000000000004,5,41,0.19181537628173997,0.06332739,0.06474808439999999,0.022434122107353415
351,1209,The Portable Fortress,Frontline. Can't attack.,magic,common,atlantean,2,1,6,creature,core,0.1,0.41700000000000004,0.414,2,17,-0.018035650253296,0.057436469999999996,0.05784029999999999,0.007030898660728871
352,1210,Jinxblade Duelist,"At the end of each turn, give +1 health to this creature if your opponent controls a creature.",deception,common,guild,3,4,2,creature,core,0.155,0.429,0.425,11,56,0.023266792297363,0.08247288,0.08213322599999999,0.004135403131492835
353,1211,Mire Bloodworm,Frontline.<br>Heal this creature for the damage it deals.,death,rare,wild,3,1,4,creature,core,0.076,0.425,0.423,23,10,-0.1040186882019,0.16052757,0.1659851352,0.03399768151975381
354,1212,Thanakris Spell-Locusts,"Afterlife: Obliterate a random spell in your void. If you do, pull this creature to the board.",death,legendary,nether,3,1,1,creature,core,0.008,0.381,0.38,-12,21,0.054731011390686,0.93371082,0.966098268,0.03468680806333585
355,1213,Harp Cupid,Roar: Set a creature's strength and health to 2.,light,common,aether,6,2,4,creature,core,0.01,0.37,0.37,-47,35,0.34062838554381997,0.07952742,0.0797865624,0.0032585289451109484
356,1214,Bronze Servant,Roar: Remove 2 durability from your opponent's relic.,neutral,common,anubian,3,3,3,creature,core,0.095,0.484,0.48200000000000004,3,70,-0.035363912582396996,0.08247288,0.0846451476,0.02633917476872397
357,1215,Ghost Marauder,Creatures damaged by this creature get burn +1.,death,rare,nether,1,3,1,creature,core,0.016,0.34600000000000003,0.34600000000000003,-3,16,0.055554747581481996,0.10456383000000001,0.10533544919999999,0.007379408347991614
358,1216,Town Guardian,Roar: Give +1/+2 to a friendly creature.,light,common,,4,2,4,creature,core,0.036000000000000004,0.434,0.433,-43,17,-0.015105307102203001,0.03976371,0.039628868399999996,0.003402610406104977
359,1217,Wetlands Ogre,,neutral,common,wild,4,4,5,creature,core,0.009000000000000001,0.43799999999999994,0.43700000000000006,-8,12,-0.015010952949523999,0.048600090000000006,0.0486189036,0.000387110394239879
360,1218,Eager Nobleborn,Roar: Give +2 strength to a friendly creature until end of turn.,neutral,common,olympian,2,2,1,creature,core,0.004,0.39,0.38799999999999996,17,17,0.077636957168579,0.04712736,0.0468341172,0.006261307301848809
361,1219,Tough Townsfolk,Frontline.,neutral,common,guild,1,1,3,creature,core,0.018000000000000002,0.396,0.391,-9,13,0.0065361261367798,0.05890920000000001,0.06025306679999999,0.022812511458311806
362,1220,Ambitious Adventurer,Roar: Draw a card.,magic,common,,2,1,2,creature,core,0.01,0.39299999999999996,0.39299999999999996,-53,17,-0.005079746246337899,0.05007282,0.0504367416,0.007267847107472762
363,1221,Ranger Firstbow,Roar: Deal 1 damage to an enemy creature.,neutral,common,olympian,2,2,2,creature,core,0.013000000000000001,0.419,0.418,-60,47,0.076165676116943,0.06774558,0.0684498636,0.010396008123334306
364,1222,Assassin's Aim,"Give +3/-1 to a friendly creature. At the end of the turn, give it hidden.",deception,common,,2,0,0,spell,core,0.22899999999999998,0.496,0.495,91,397,0.062094211578369,0.13254570000000002,0.13326405119999998,0.00541964922287156
365,1223,Cutthroat Insight,Target opponent reveals their hand. Pull one of their cards into your hand.,deception,common,,5,0,0,spell,core,0.527,0.493,0.49200000000000005,-4,539,-0.068589985370636,0.13696389,0.1410972804,0.030178687243769084
366,1229,Void Banshee,Roar: Deal 4 damage to your god.,death,rare,nether,2,4,3,creature,core,0.19899999999999998,0.516,0.516,85,177,0.010846853256225999,0.25036410000000003,0.252183708,0.0072678471074725665
367,1230,Inconspicuous Carriage,Frontline.<br>Afterlife: Add a Bomb to your opponent's deck for each of their unused mana gems. (Bombs deal 3 damage to their god when drawn.),deception,rare,structure,4,3,5,creature,core,0.302,0.47700000000000004,0.47600000000000003,23,190,0.18983685970306,0.32252787,0.324236196,0.005296677152272088
368,1231,Thebian Brawler,Frontline.,neutral,common,olympian,4,3,5,creature,core,0.044000000000000004,0.41700000000000004,0.409,-18,87,0.37847900390625,0.10014564,0.1031540436,0.030040285328447658
369,1232,Beastfury Shaman,Roar: Summon a 2/2 Spirit Beast.,nature,common,amazon,3,2,2,creature,core,0.065,0.43200000000000005,0.43,17,29,0.34293735027313,0.055963740000000005,0.0581047128,0.03825642818010366
370,9,Nether Nanny,"Whenever this creature survives damage, summon a 1/1 Impling.",neutral,common,nether,4,4,4,creature,genesis,0.0,0.396,0.396,-20,20,-0.024930238723754997,0.25625502,0.26560265759999996,0.03647787114570461
371,17,Mimicus,"At the end of your turn while this creature is in your hand, transform it into a creature in your opponent's hand. It keeps this ability after the change.",deception,legendary,,1,1,1,creature,genesis,0.005,0.451,0.451,75,4,0.035082578659058,59.13158223,59.39769139199999,0.00450028820410937
372,36,Natural Selection,Target friendly creature gains an extra attack this turn and attacks a random enemy creature.<br>Add a random Nature card to your hand.,nature,rare,,2,0,0,spell,genesis,0.002,0.455,0.455,195,34,-0.022228956222534003,1.2577114200000001,1.3010101308,0.034426586346810624
373,37,Spiral Golem,"At the start of your turn, this creature attacks a random enemy creature.",neutral,rare,atlantean,6,8,10,creature,genesis,0.003,0.466,0.466,30,21,-0.006252110004425,4.64351769,4.8023313768,0.0342011589924619
374,38,Hurl Weapon,Destroy your relic and deal its damage +3 to target creature.,war,common,,1,0,0,spell,genesis,0.002,0.41700000000000004,0.41700000000000004,53,34,-0.036646902561188,0.25772775,0.2672552376,0.036967255563283334
375,39,Arrest Warrant,"Summon two 2/2 Acolytes. If your opponent has a creature with strength 4 or more, summon four Acolytes instead.",light,common,,6,0,0,spell,genesis,0.001,0.27399999999999997,0.27399999999999997,-8,23,0.030322551727295,0.22974587999999999,0.23803762319999996,0.03609093316493849
376,39,Arrest Warrant,"Summon two 2/2 Acolytes. If your opponent has a creature with strength 4 or more, summon four Acolytes instead.",light,common,,6,0,0,spell,genesis,0.001,0.27399999999999997,0.27399999999999997,-8,23,0.030322551727295,0.22974587999999999,0.23803762319999996,0.03609093316493849
377,39,Arrest Warrant,"Summon two 2/2 Acolytes. If your opponent has a creature with strength 4 or more, summon four Acolytes instead.",light,common,,6,0,0,spell,genesis,0.001,0.27399999999999997,0.27399999999999997,-8,23,0.030322551727295,0.22974587999999999,0.23803762319999996,0.03609093316493849
378,39,Arrest Warrant,"Summon two 2/2 Acolytes. If your opponent has a creature with strength 4 or more, summon four Acolytes instead.",light,common,,6,0,0,spell,genesis,0.001,0.27399999999999997,0.27399999999999997,-8,23,0.030322551727295,0.22974587999999999,0.23803762319999996,0.03609093316493849
379,39,Arrest Warrant,"Summon two 2/2 Acolytes. If your opponent has a creature with strength 4 or more, summon four Acolytes instead.",light,common,,6,0,0,spell,genesis,0.001,0.27399999999999997,0.27399999999999997,-8,23,0.030322551727295,0.22974587999999999,0.23803762319999996,0.03609093316493849
380,40,Ruins Explorer,"Roar: Delve an anim, and put it into your hand.",nature,rare,,2,1,2,creature,genesis,0.0,0.475,0.475,-73,13,0.14883589744568002,0.7717105200000001,0.7979317271999999,0.033978035183451785
381,45,Felid Tracker,Flank.,neutral,common,wild,2,5,1,creature,genesis,0.0,0.426,0.426,-24,38,0.014623045921326,0.24005499000000002,0.24901075439999998,0.03730713700223417
382,73,Golem Excavator,"After your opponent plays a spell, summon a random anim.",neutral,rare,atlantean,7,6,7,creature,genesis,0.0,0.446,0.446,2,16,0.040104627609253,0.69954675,0.7236978336,0.03452390222669172
383,74,Recursion,Add two copies of a random spell from your opponents void to your hand.,magic,common,,2,0,0,spell,genesis,0.026000000000000002,0.48200000000000004,0.48200000000000004,89,96,0.32814133167267,1.1236929900000001,1.1619951011999998,0.034085921635944094
384,77,Enraged Ally,"Whenever a friendly creature dies, this creature gets +1 strength.",neutral,rare,,2,2,2,creature,genesis,0.0,0.39899999999999997,0.39899999999999997,6,7,0.032971262931824,0.56258286,0.5809810248,0.03270303115882344
385,78,Annoying Combatant,Frontline.,neutral,common,,5,3,6,creature,genesis,0.0,0.374,0.374,-60,8,-0.010610878467560002,0.22827315,0.23605452719999998,0.03408800903654226
386,79,Hunger Daemon,Roar: Destroy a friendly creature and this creature gains its strength and health.,death,rare,nether,3,3,3,creature,genesis,0.012,0.46299999999999997,0.46299999999999997,157,30,0.0016096830368042,3.1958241000000003,3.3050277935999994,0.03417074600570136
387,80,Overclock,"Give a friendly creature twin strike and +1 strength. At the end of this turn, it goes to sleep.",deception,common,,1,0,0,spell,genesis,0.002,0.46,0.46,48,12,0.037330508232117005,0.26509140000000003,0.2738986092,0.03322329279637115
388,81,Inflammable Imbecile,Burn 1.,neutral,common,mystic,1,2,4,creature,genesis,0.003,0.503,0.503,-15,28,0.0024712085723877,0.79232874,0.8200432475999999,0.034978546404867174
389,82,"Light, Ascended",Soulless.<br>Give each friendly creature +2 health.<br>Your god power becomes Shine.,light,legendary,,6,0,0,spell,genesis,0.001,0.51,0.51,-5,27,-0.081031680107117,11.07640233,11.4538997736,0.034081232547644315
390,83,"Death, Unborn",Soulless.<br>Draw two cards.<br>Set each god's health to 20.<br>Destroy a random enemy creature with cost 5 or more.<br>Change your god power to Blight.,death,legendary,,8,0,0,spell,genesis,0.012,0.506,0.506,19,2,0.00010144710540771,45.5662662,47.1184601148,0.03406454037702128
391,84,Arcane Transcendent,Roar: Choose a spell that costs no more than your total unlocked mana gems. Reduce its cost by 2.,magic,common,mystic,3,3,3,creature,genesis,0.048,0.515,0.515,-76,51,-0.07277923822403,1.43002083,1.4790590999999997,0.03429199699140035
392,85,Gleeful Pillager,"Whenever this creature damages your opponent, copy the top card of your opponent's deck and add it to your hand.",deception,common,viking,2,1,2,creature,genesis,0.004,0.381,0.381,-27,25,0.025306344032288,0.25478229,0.2639500776,0.0359828291048015
393,95,That Which Aches,"After you play a card, summon a 3/1 Aching Disciple with ""Roar: Draw a card. Afterlife: Shuffle this creature into your deck.""",neutral,legendary,nether,6,3,7,creature,genesis,0.002,0.456,0.456,-28,6,0.19621646404266,78.6585093,81.33922741319999,0.034080459152560964
394,96,Blade Trader Drosis,Roar: Delve an enchanted weapon. Put it into your hand and a copy of it into your opponent's hand.,neutral,legendary,guild,3,3,3,creature,genesis,0.0,0.389,0.389,-17,3,0.0015691518783569,12.68315076,13.115535912,0.034091304296693554
395,98,The Sky Reaver,"After an Aether attacks, draw a card.",neutral,legendary,aether,5,5,5,creature,genesis,0.0,0.495,0.495,-49,4,0.032623529434204,34.51342755,35.6896795572,0.03408099660620345
396,99,"Hades, Underworld Lord","Whenever another friendly creature dies, summon a random creature with the same mana cost from your void.",death,legendary,olympian,8,5,9,creature,genesis,0.002,0.341,0.341,-45,7,0.0094813108444214,18.95845329,19.604424333599997,0.03407298231131153
397,100,"Hercules, Son of Zeus","Frontline, protected.<br>Roar: Your other Olympians each get +2/+2.",neutral,legendary,olympian,7,6,7,creature,genesis,0.0,0.48,0.48,52,2,-0.0050745010375977,31.755004260000003,32.837822251199995,0.034099129143054685
398,101,Heka's Enchantress,Roar: Foresee 2.,magic,common,anubian,1,1,2,creature,genesis,0.01,0.525,0.525,17,41,-0.0082721710205078,0.29307327,0.30377725559999996,0.03652324075818981
399,102,Me Two Three,Shuffle three copies of a creature into your opponent's deck.,deception,common,,1,0,0,spell,genesis,0.004,0.42100000000000004,0.42100000000000004,10,25,-0.024249315261840997,0.47863724999999996,0.495608742,0.03545794231435191
400,104,Raze Imp,Roar: Shuffle two random Nethers into your deck.,neutral,common,nether,1,2,2,creature,genesis,0.005,0.48100000000000004,0.48,-4,43,-0.0084866881370544,0.47569179,0.49134508559999995,0.03290638167204851
401,107,Erratic Summons,Summon a copy of a random creature from your opponent's void.,magic,rare,,2,0,0,spell,genesis,0.003,0.475,0.475,175,14,-0.15821355581284,1.4447481300000002,1.4939984231999999,0.034089189788395584
402,114,Tutankhamun,"At the end of each turn, summon a 1/1 Skeleton with soulless for every friendly creature put into your void that turn.",neutral,legendary,anubian,4,1,5,creature,genesis,0.0,0.444,0.444,20,3,0.015515446662903,29.98625553,31.008515346,0.0340909459327881
403,115,Master of Surprises,"Hidden.<br>At the end of your turn, each creature has a 50% chance to swap its attack and health.<br>Roar: Swap the attack and health of each other creature.",deception,legendary,,6,8,5,creature,genesis,0.001,0.489,0.489,32,3,0.015304803848266999,29.84192799,30.859122113999998,0.03408607260029782
404,116,Devouring Golem,"Twin strike.<br>At the start of your turn, this creature destroys a random other friendly Atlantean to get +3/+3.",neutral,rare,atlantean,5,4,5,creature,genesis,0.0,0.434,0.434,131,19,0.038959622383118,1.34902068,1.3943809007999999,0.0336245555553677
405,118,Penitent Spear,"Godblitz.<br>Whenever you attack, give +2 strength to a random friendly creature.",war,common,,6,5,2,weapon,genesis,0.02,0.54,0.54,45,39,0.026478648185729998,0.29012781,0.3004720956,0.0356542366621111
406,119,Golden Harpe,"At the end of your turn, summon a 1/1 Injured Soldier with frontline. At the start of your opponent's turn, this heals all friendly characters for 1 and loses 1 durability.",light,epic,,3,0,3,weapon,genesis,0.005,0.523,0.523,118,5,-0.007149338722229,16.45186683,16.5256016904,0.0044818537107012505
407,120,Astraea's Envoy,Roar: Give a random other creature with the lowest attack +4/+4.,neutral,legendary,,6,4,5,creature,genesis,0.0,0.46299999999999997,0.46299999999999997,-12,6,0.052109003067017004,34.80502809,35.9917711812,0.03409688646511879
408,121,Agrodor Protector,Frontline. Regen 1.,nature,common,amazon,4,3,5,creature,genesis,0.043,0.508,0.508,95,175,-0.077851474285126,1.5625665300000002,1.6151655887999998,0.03366196433248803
409,122,Tomb Robber,"Hidden for 1 turn.<br>Afterlife: Add a random anim, enchanted weapon, or rune to your hand. If you control another Anubian, add two instead.",neutral,common,anubian,3,1,2,creature,genesis,0.001,0.44,0.44,-36,23,-0.10398161411285001,0.26361867,0.27224602919999996,0.03272666234147969
410,123,Friendly Mimic,Roar: Add a copy of a friendly creature to your hand.,neutral,rare,,4,2,2,creature,genesis,0.002,0.446,0.446,-32,28,0.1058521270752,3.1958241000000003,3.3050277935999994,0.03417074600570136
411,133,"Nemris, the Unstable",Roar: Transform each enemy creature into a random creature with the same mana cost.,neutral,legendary,,6,5,5,creature,genesis,0.001,0.513,0.513,-42,4,0.0061758756637573,22.4591325,23.2248304944,0.034092946127816826
412,145,Dread Queen Persephone,"At the start of your turn, a random creature in your hand with the lowest mana cost goes to the void. Summon a random highest mana cost creature from your void.",death,legendary,olympian,6,3,7,creature,genesis,0.006,0.457,0.457,75,5,0.027123928070068,37.313087280000005,37.4805144,0.004487088370458531
413,146,Mistress Scythia,Roar: Destroy all cards in your deck with cost 2 or less.,nature,legendary,amazon,3,2,1,creature,genesis,0.0,0.321,0.321,11,1,0.0059317350387573,18.990853350000002,19.075797043199998,0.004472873948025935
414,147,"Arius, Augur Paroxysm",Roar: Destroy all other creatures and obliterate your hand.,neutral,legendary,aether,9,16,16,creature,genesis,0.0,0.315,0.315,2,2,0.0017985105514526,28.83752613,29.819946758399997,0.034067437822898866
415,147,"Arius, Augur Paroxysm",Roar: Destroy all other creatures and obliterate your hand.,neutral,legendary,aether,9,16,16,creature,genesis,0.0,0.315,0.315,2,2,0.0017985105514526,28.83752613,29.819946758399997,0.034067437822898866
416,147,"Arius, Augur Paroxysm",Roar: Destroy all other creatures and obliterate your hand.,neutral,legendary,aether,9,16,16,creature,genesis,0.0,0.315,0.315,2,2,0.0017985105514526,28.83752613,29.819946758399997,0.034067437822898866
417,147,"Arius, Augur Paroxysm",Roar: Destroy all other creatures and obliterate your hand.,neutral,legendary,aether,9,16,16,creature,genesis,0.0,0.315,0.315,2,2,0.0017985105514526,28.83752613,29.819946758399997,0.034067437822898866
418,147,"Arius, Augur Paroxysm",Roar: Destroy all other creatures and obliterate your hand.,neutral,legendary,aether,9,16,16,creature,genesis,0.0,0.315,0.315,2,2,0.0017985105514526,28.83752613,29.819946758399997,0.034067437822898866
419,149,"Tyet, Heir To The Sky","Flank. Frontline. Twin strike. Ward.<br>At the end of each turn, this creature gets ward.<br>Roar: This creature gets +2/+1 for each card in your hand.",neutral,legendary,anubian,9,6,9,creature,genesis,0.001,0.455,0.455,51,10,0.049026966094970995,44.9477196,46.47957268679999,0.03408077429583305
420,150,Nephthys Guardian,Frontline.<br>Afterlife: A random friendly Anubian becomes protected and gets +1/+1.,neutral,common,anubian,6,5,6,creature,genesis,0.003,0.466,0.466,39,38,-0.0014888048171997,0.38585526000000003,0.39840398639999997,0.03252184873675153
421,151,The Gatekeeper,"Backline.<br>At the end of your turn, summon a random creature from your void.",neutral,legendary,nether,8,3,7,creature,genesis,0.001,0.40299999999999997,0.40299999999999997,40,8,0.11519110202789,34.668064199999996,35.849583198,0.03408090486921394
422,152,"Odysseus, Tried Victor","Frontline.<br>Roar: Summon three 1/1 Injured Soldiers with frontline, and Odysseus, Tried Victor takes 6 damage.",neutral,legendary,olympian,5,3,7,creature,genesis,0.0,0.451,0.451,42,3,-0.014731884002686,35.30281083,36.506384593199996,0.034092859319213534
423,153,Fanatic of Khnum,Afterlife: Unlock a mana lock for both players.,death,rare,anubian,2,3,2,creature,genesis,0.069,0.507,0.508,10,42,0.0020439624786377,6.30622986,6.520419648,0.033964792396577764
424,175,Endow Wings,"Give a friendly creature ward and ""At the end of your turn, add a copy of a random card from your opponent's hand.""",magic,common,,4,0,0,spell,genesis,0.013000000000000001,0.449,0.449,-52,36,-0.0040760040283202995,0.30338238,0.3137257872,0.03409363193735901
425,177,Exoscout,"After an enemy creature is summoned, deal 1 damage to it.",magic,rare,atlantean,6,4,5,creature,genesis,0.001,0.466,0.466,-30,3,0.019481658935547,0.70838313,0.7320598884,0.03342366213605349
426,180,Planetar Envoy,"Roar: If you're holding an Aether, select a creature from your opponent's void and add a copy to your hand.",magic,rare,aether,6,5,6,creature,genesis,0.003,0.405,0.405,-2,11,0.040769696235656995,1.1045475,1.1414700575999999,0.033427768022651676
427,184,Quicksilver Dragon,"Roar: If you have six cards or more in hand after this enters the board, this creature gains blitz.",neutral,common,dragon,7,7,8,creature,genesis,0.001,0.478,0.478,-44,36,-0.0076037049293518,0.39469164,0.408352518,0.03461152103449667
428,185,Aquatic Torturer,"Can't attack gods.<br>Roar: If you control another Atlantean, your Atlanteans gain flank and this creature loses ""can't attack gods.""",neutral,common,atlantean,5,6,5,creature,genesis,0.0,0.418,0.418,40,15,0.015925288200378,0.24005499000000002,0.24901075439999998,0.03730713700223417
429,193,Highborn Knight,Frontline. Protected. Ward.,light,epic,mystic,4,3,3,creature,genesis,0.068,0.561,0.562,-48,12,0.0042318105697632,104.30021133,107.8541794296,0.03407440938307827
430,189,Iron Kopis,Blitz.,war,rare,,5,5,2,weapon,genesis,0.004,0.451,0.451,-43,21,0.095482230186462,0.7510923,0.7768778579999999,0.034330744703413706
431,214,Shrine of Sothek,"At the end of your turn, add a random Nature card to your hand.",nature,rare,structure,3,0,2,creature,genesis,0.002,0.40700000000000003,0.40700000000000003,20,9,-0.075171947479248,0.80263785,0.8299917792,0.034080038961531674
432,215,Millenium Matryoshka,Afterlife: Summon a random anim.,neutral,common,atlantean,4,2,2,creature,genesis,0.0,0.35700000000000004,0.35700000000000004,3,18,-0.014275431632996001,0.22385496000000002,0.2307332196,0.030726411422824812
433,216,Ruthless Caipora,Roar: This creature gains +1/+1 for each friendly creature.,neutral,common,amazon,5,3,3,creature,genesis,0.002,0.474,0.474,11,17,-0.057962954044342,0.28129143,0.2904905124,0.03270303115882344
434,217,Grass Roots,Transform a random enemy creature into a 0/5 Overgrown Golem with frontline and regen 5.,nature,epic,,3,0,0,spell,genesis,0.004,0.486,0.486,92,8,0.08535361289978001,11.188329809999999,11.569646476800001,0.03408164339767545
435,218,Proud Conscriptor,Afterlife: Summon two 1/1 Amazon Recruits.,nature,epic,amazon,4,2,3,creature,genesis,0.0,0.478,0.478,0,6,0.033886909484863004,7.76423256,8.029357394399998,0.034146946572141075
436,219,Nimble Pixie,Flank.<br>Roar: Summon a Nimble Pixie.,neutral,common,amazon,1,1,1,creature,genesis,0.004,0.495,0.495,112,79,0.075153231620789,1.1634567,1.2034748592,0.03439591623822353
437,220,Field Nurse,"At the end of each turn, heal 2 to a random friendly injured creature.",light,common,,1,1,2,creature,genesis,0.023,0.509,0.509,48,38,0.08556723594665501,0.5994011100000001,0.6191886743999999,0.03301222515253574
438,221,Sit Down,"Set a creature's strength to 0.<br>At the start of your next turn, set it to its base value.",light,common,,1,0,0,spell,genesis,0.003,0.413,0.413,40,16,-0.035643637180328,0.28423689,0.293828724,0.03374591524696166
439,223,Tithe Collector,"Whenever you summon a creature, heal your god for 1.",light,common,guild,2,1,3,creature,genesis,0.001,0.41,0.41,7,14,0.042494535446167,0.25183683,0.26110764,0.03681276483666016
440,224,Ocular Fiend,"Roar: Add a rune to your hand. For each rune in your hand, deal 1 damage to a random enemy creature and give this creature +1/+1.",neutral,epic,wild,6,3,3,creature,genesis,0.0,0.499,0.499,-15,4,-0.01941192150116,7.22374065,7.469926012799999,0.034080038961531584
441,225,Deathwish Thanetar,This creature costs 1 less for each damage your god has taken.,neutral,epic,nether,16,4,4,creature,genesis,0.001,0.503,0.503,194,32,0.098211407661438,24.637300170000003,25.477429240799996,0.03409988371302912
442,226,Conniving Djinn,Burn 1.<br>Roar: Give burn +1 to an enemy creature.,neutral,common,,2,2,4,creature,genesis,0.001,0.441,0.441,15,41,0.088020920753479,0.30043692,0.31042062719999997,0.033230626914960947
443,227,Hollow Pillager,"Whenever an enemy creature dies, add a random anim, enchanted relic, or rune to your hand.",neutral,rare,viking,3,2,1,creature,genesis,0.001,0.4,0.4,20,14,0.050383567810059,1.0647837900000001,1.1005852284,0.03362320006768682
444,1233,Fickle Cambion,"After your god takes damage, this creature gains +1/+1.",death,epic,nether,3,3,3,creature,core,0.381,0.502,0.502,52,243,0.028423309326172,0.78938328,0.792577368,0.004046308150838948
445,1234,Born Again,Pull a creature from your void to your hand. Give it +5/+5 and ward.,light,epic,,6,0,0,spell,core,0.071,0.43200000000000005,0.431,-23,75,-0.086912631988525,0.45360084,0.4697623908,0.035629455183548556
446,1235,Feral Shapeshifter,Hidden for 1 turn.<br>Roar: Deal 1 damage to an enemy creature.,neutral,rare,wild,4,4,4,creature,core,0.107,0.51,0.512,17,232,-0.007265806198120101,0.26656413,0.2683459404,0.006684359219674352
447,1236,Light's Levy,Transform a creature with strength 2 or less into a 2/2 Acolyte. Gain control of the Acolyte.,light,common,,3,0,0,spell,core,0.607,0.511,0.512,-38,256,0.11675870418549,0.13843661999999998,0.14274986039999998,0.03115678784992007
448,1237,Serene Blade,"After you summon a creature, give it +1/+1 and ward, then remove 1 durability from this relic.",light,rare,,3,0,3,weapon,core,0.162,0.46,0.45899999999999996,-26,83,0.29292058944702,0.25036410000000003,0.2518201404,0.005815691626714729
449,1238,Reconnaissance,Target creature goes to sleep.<br>Gain a copy of a random card in your opponent's hand.,deception,rare,,2,0,0,spell,core,0.08,0.409,0.40700000000000003,20,35,-0.08463835716247599,0.14432754,0.149393232,0.035098582016987075
450,1239,Morgana's Grimoire,Ability: Reduce by 1 the mana cost of a spell in your hand that costs 3 or less mana.,magic,common,,2,0,1,weapon,core,0.023,0.366,0.365,-43,5,-0.12956160306931,0.05301828,0.053675798399999995,0.012401730120252755
